model	batch_number	within_batch_id	commonsense_level	anonymized_worker_id	completion_time	rating_label	rating_expl	rating_grammar	rating_commonsense	pairID	premise	hypothesis	pred_label	pred_expl	gt_label	gt_expl
filtered_ensemble	8	6	high	8520748292414348064	3.12	correct	correct	correct	no	599235529.jpg#1r1e	A man and women sleeping outside on a bench .	A man and women sleeping together outside on a park bench .	neutral	Not all benches are in a park.	entailment	outside bench refers to park bench
filtered_ensemble	8	7	low	8520748292414348064	3.12	correct	correct	correct	no	520341293.jpg#3r1c	The man is sweeping with a red broom .	The man is dancing with a woman	contradiction	The man cannot be sweeping and dancing at the same time.	contradiction	the man can not be sweeping and dancing concurrently .
filtered_ensemble	8	8	high	8520748292414348064	3.12	correct	correct	correct	no	2871984109.jpg#1r1n	Cheerleaders in blue performing on a football field underneath a yellow football goal post .	A group of girls shake pom poms .	contradiction	The cheerleaders are performing on a football field, not shaking pom poms.	neutral	not all cheerleaders shake pom poms .
filtered_ensemble	8	9	low	8520748292414348064	3.12	correct	correct	correct	no	241346317.jpg#3r1c	A crowd is standing and cheering at a football game .	A woman takes a nap .	contradiction	A woman cannot be standing and cheering at a football game and taking a nap at the same time.	contradiction	in sentence 1 a crowd is standing and cheering and in sentence 2 a woman is napping ;  these two statements are contradictory .
filtered_ensemble	8	10	high	8520748292414348064	3.12	correct	correct	correct	no	329363857.jpg#0r1e	A man in a black coat and hat and a woman in a blue coat with pink hat snowshoeing on the side of a road with a stoplight in the background .	A man and woman are outside in the snow .	entailment	A man and woman are outside in the snow refers to a man in a black coat and a woman in a blue coat	entailment	showshoeing implies being in the snow
filtered_ensemble	8	1	low	1604617669019109660	4.38	correct	correct	correct	no	4571034074.jpg#0r1c	A woman in a spaghetti strap tank wearing a flower in her hair is staring towards the right .	The woman is sleeping on a pillow .	contradiction	A woman cannot be staring and sleeping at the same time.	contradiction	sleeping on a pillow implies that the woman 's eyes are closed , and therefore she would not be staring .
filtered_ensemble	8	2	high	1604617669019109660	4.38	correct	correct	correct	no	424047148.jpg#0r1n	A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror .	The woman is a model .	neutral	Not all women are a model.	neutral	not every woman is a model .
filtered_ensemble	8	3	low	1604617669019109660	4.38	correct	correct	correct	no	218225539.jpg#3r1c	Two men playing in a beautiful lake surrounded by mountains .	Two men lie in the sand of a desert .	contradiction	The men cannot be in a beautiful lake and in the sand of a desert at the same time.	contradiction	two men lie in the sand , or they are playing in a lake ;  both are not happening at once .
filtered_ensemble	8	4	high	1604617669019109660	4.38	correct	correct	correct	no	3474406285.jpg#3r1e	A brown dog jumps over an obstacle .	The dog is in the air .	entailment	Jumps over an obstacle implies in the air.	entailment	a dog that jumps over an obstacle is in the air .
filtered_ensemble	8	5	low	1604617669019109660	4.38	correct	correct	correct	no	69395535.jpg#2r1n	A woman in a purple jacket walks by two elderly men outside a cafe .	Two elderly men cat calling at a woman .	contradiction	The elderly men cannot be both outside a cafe and at a woman.	neutral	because a woman walks by two men does not mean they cat call .
filtered_ensemble	8	6	high	1604617669019109660	4.38	correct	correct	correct	no	599235529.jpg#1r1e	A man and women sleeping outside on a bench .	A man and women sleeping together outside on a park bench .	neutral	Not all benches are in a park.	entailment	outside bench refers to park bench
filtered_ensemble	8	7	low	1604617669019109660	4.38	correct	correct	correct	no	520341293.jpg#3r1c	The man is sweeping with a red broom .	The man is dancing with a woman	contradiction	The man cannot be sweeping and dancing at the same time.	contradiction	the man can not be sweeping and dancing concurrently .
filtered_ensemble	8	8	high	1604617669019109660	4.38	correct	correct	correct	no	2871984109.jpg#1r1n	Cheerleaders in blue performing on a football field underneath a yellow football goal post .	A group of girls shake pom poms .	contradiction	The cheerleaders are performing on a football field, not shaking pom poms.	neutral	not all cheerleaders shake pom poms .
filtered_ensemble	8	9	low	1604617669019109660	4.38	correct	correct	correct	no	241346317.jpg#3r1c	A crowd is standing and cheering at a football game .	A woman takes a nap .	contradiction	A woman cannot be standing and cheering at a football game and taking a nap at the same time.	contradiction	in sentence 1 a crowd is standing and cheering and in sentence 2 a woman is napping ;  these two statements are contradictory .
filtered_ensemble	8	10	high	1604617669019109660	4.38	correct	correct	correct	no	329363857.jpg#0r1e	A man in a black coat and hat and a woman in a blue coat with pink hat snowshoeing on the side of a road with a stoplight in the background .	A man and woman are outside in the snow .	entailment	A man and woman are outside in the snow refers to a man in a black coat and a woman in a blue coat	entailment	showshoeing implies being in the snow
filtered_ensemble	9	1	low	2542001189709438366	5.48	correct	correct	correct	no	4479482872.jpg#0r1c	A boy swims shirtless with a black and red bathing suit while a seagull sits on the sand .	A boy swims nude while a seagull eats his peanut butter sandwich .	contradiction	The boy cannot be shirtless and nude at the same time.	contradiction	a person can be nude or wearing a bathing suit at a time .
filtered_ensemble	9	2	high	2542001189709438366	5.48	correct	correct	correct	no	221024947.jpg#0r1n	A group of men , some with musical instruments , sit in chairs around the perimeter of a room .	A group of men are preparing for a concert .	neutral	Just because a group of men sit in chairs around the perimeter of a room doesn't mean they are preparing for a concert.	neutral	not everyone who sits with an instrument is preparing for a concert .
filtered_ensemble	9	3	low	2542001189709438366	5.48	correct	correct	correct	no	4553395244.jpg#2r1c	Firefighters in full gear are walking up a ladder .	The firefighters are eating lunch .	contradiction	Firefighters cannot be walking up a ladder and eating lunch at the same time.	contradiction	it would be tricky to be eating lunch while walking up a ladder .
filtered_ensemble	9	4	high	2542001189709438366	5.48	correct	correct	correct	no	90123355.jpg#1r1n	In front is a guy singing and playing guitar and a white shirted drummer in the back .	Some people perform at a concert .	neutral	Just because a guy singing and playing guitar and a white shirted drummer in the back does not mean they are performing at a concert.	neutral	you can not infer they perform .
filtered_ensemble	9	5	low	2542001189709438366	5.48	correct	correct	correct	no	3752991046.jpg#0r1c	A girl with curly hair and wearing a patriotic shirt is looking at a monarch butterfly sitting on her left index finger .	A girl drinks a milkshake	contradiction	A girl cannot be looking at a monarch butterfly and drinking a milkshake at the same time.	contradiction	a girl is looking at a butterfly or drinks a milkshake .
filtered_ensemble	9	6	high	2542001189709438366	5.48	correct	correct	correct	no	2924305507.jpg#4r1e	A runner in a black and blue uniform competes in a race .	he is running against a group of people	neutral	A runner in a race is not necessarily running against a group of people.	entailment	a runner is competes against a group of people.in a race .
filtered_ensemble	9	7	low	2542001189709438366	5.48	correct	correct	correct	no	4717777678.jpg#1r1c	A person with a green backpack is riding a bike down the road .	The person is walking .	contradiction	The person can't be walking and riding a bike at the same time.	contradiction	you can not be walking and riding bike at the same time .
filtered_ensemble	9	8	high	2542001189709438366	5.48	correct	correct	correct	no	4435102887.jpg#4r1n	A policeman on a motorcycle from the rear .	An officer driving down a street .	contradiction	A policeman is not an officer.	neutral	motorcycles are not always on the street .
filtered_ensemble	9	9	low	2542001189709438366	5.48	correct	correct	correct	no	2468906010.jpg#3r1e	A group of women playing volleyball indoors .	People are inside .	entailment	Women are people.	entailment	women are people and indoors means the same thing as inside .
filtered_ensemble	9	10	high	2542001189709438366	5.48	correct	correct	correct	no	369244499.jpg#4r1e	A man playing a piano	The man 's hands are on the keys of a piano .	entailment	A man playing a piano has his hands on the keys.	entailment	in order to be playing a piano one must have hands on the keys of a piano .
filtered_ensemble	9	1	low	7653601721048091120	2.73	correct	correct	correct	no	4479482872.jpg#0r1c	A boy swims shirtless with a black and red bathing suit while a seagull sits on the sand .	A boy swims nude while a seagull eats his peanut butter sandwich .	contradiction	The boy cannot be shirtless and nude at the same time.	contradiction	a person can be nude or wearing a bathing suit at a time .
filtered_ensemble	9	2	high	7653601721048091120	2.73	correct	correct	correct	no	221024947.jpg#0r1n	A group of men , some with musical instruments , sit in chairs around the perimeter of a room .	A group of men are preparing for a concert .	neutral	Just because a group of men sit in chairs around the perimeter of a room doesn't mean they are preparing for a concert.	neutral	not everyone who sits with an instrument is preparing for a concert .
filtered_ensemble	9	3	low	7653601721048091120	2.73	correct	correct	correct	no	4553395244.jpg#2r1c	Firefighters in full gear are walking up a ladder .	The firefighters are eating lunch .	contradiction	Firefighters cannot be walking up a ladder and eating lunch at the same time.	contradiction	it would be tricky to be eating lunch while walking up a ladder .
